,Expected_Return,Downside_Risk
SOUTHBANK,-0.0053840313732488555,0.2871334252969327
SPARC,0.08248051316315856,0.2951062387361113
SPIC,0.10636589466848079,0.35012624419184485
SPLIL,0.20437735621787284,0.39584511084027313
SRF,0.30419428053442854,0.23232813412939146
SRHHYPOLTD,0.18501585079977312,0.3593460451145028
SSWL,0.15058053025422435,0.2637600621751361
STAR,0.06036538535545205,0.2975783558577952
STEL,0.19242817567102072,0.3590991879309715
STERTOOLS,0.23394683749718942,0.2904488577762428
STLTECH,0.12036322825439968,0.33554472717374834
STYRENIX,0.06747551384407785,0.2627400269332431
SUBEXLTD,-0.05902563608269324,0.3899275950992482
SUBROS,0.19004426080449227,0.28586808080486525
SUNDARAM,-0.15837476367171982,0.39655041973989186
SUNDARMFIN,0.19376238211760913,0.17387572464102444
SUNDRMBRAK,0.053287442346917575,0.27351259321773325
SUNDRMFAST,0.25410908721166603,0.21869452191634345
SUNDROP,0.08514389210739932,0.2099817394275076
SUNFLAG,0.141061913902051,0.3195528451889791
SUNPHARMA,0.1273767745083667,0.20733360665000444
SUNTV,-1.9669309818431893e-05,0.3059333122554593
SUPERSPIN,-0.0281821344417086,0.4184535184748861
SUPRAJIT,0.2469014847895016,0.24194102972859519
SUPREMEIND,0.24345445166074378,0.18645217645378231
SUPREMEINF,-0.1979854340982706,0.3714820435782894
SURANASOL,-0.03251673826332043,0.3738701675629296
SURYALAXMI,-0.04366968053909413,0.31571931747019205
SURYAROSNI,0.15875290539076012,0.29699446002842744
SUZLON,-0.14229362924652217,0.41391588223116055
SWARAJENG,0.1105358356642941,0.18236434629822498
SWELECTES,0.09637869140179227,0.2915845443618238
TAINWALCHM,0.1511029515998916,0.39954899087799367
TAJGVK,0.05613852846209627,0.27173382702758936
TAKE,-0.06145840415559016,0.3319072181192892
TANLA,0.29944412814714816,0.3618044181027894
TARIL,0.08151465442846575,0.3296579237681807
TATACHEM,0.09333984261624728,0.31349793804024484
TATACOMM,0.14499441631989438,0.26429028531280935
TATACONSUM,0.1622549715482395,0.2209871280028322
TATAELXSI,0.3310575700448969,0.2608181699775895
TCI,0.2070810421414351,0.33197609415127366
TCS,0.15106023586182313,0.17540790704160744
TEXINFRA,0.03899121108207511,0.29079537062380234
TFL,-0.04653873495833139,0.42533833785530584
TGBHOTELS,-0.21048621033498344,0.3871139807138618
THANGAMAYL,0.1507295612324921,0.27912433283748056
THERMAX,0.1101870572371718,0.19923527289744308
TI,0.04505779983701696,0.3160210026033698
TIIL,0.2641216834471228,0.30829144427663063
TIL,-0.10498490682038004,3.0117022196979
TIMKEN,0.24061855547579,0.2240093097956625
TIPSMUSIC,0.32971493363523313,0.32798147124432064
TIRUMALCHM,0.24357516041440264,0.34707579993352417
TITAN,0.22034131167815718,0.22736705641939747
TMPV,0.04935543928429525,0.2900056328984071
TNPETRO,0.1360560534551202,0.30380493005382425
TOKYOPLAST,0.1801641637785643,0.35393648601486943
TORNTPHARM,0.21013044288257268,0.18926194359205306
TRANSWORLD,0.16934875452089848,0.39125805278388265
TREEHOUSE,-0.18057680700964082,0.35589302394685285
TRF,-0.08978801950929881,0.35579784839842676
TRIDENT,0.2616867557359115,0.3279117592737162
TRIGYN,0.13186163145589588,0.386390406748181
TRIVENI,0.166640111694677,0.3415598483008602
TTKHLTCARE,0.06267081548725663,0.24239118146491442
TTKPRESTIG,0.12501360325549757,0.2242294577682097
TTML,0.1258913675264361,0.3559865855636412
TVSELECT,0.22837816451562365,0.335233171390661
TVSMOTOR,0.24926161967367705,0.23720514831335565
TVTODAY,0.1015772121365157,0.30308494027024696
UBL,0.0925534766554882,0.2390184037177
UCOBANK,-0.11729910663305969,0.28049711547002926
UFLEX,0.08622544342556823,0.282428443319156
UGARSUGAR,0.1521337864671112,0.32786384983186473
ULTRACEMCO,0.16306367791899912,0.1890958429164916
UMIYA-MRO,0.09640741785244845,0.3747365910426545
UNICHEMLAB,0.040455723228425416,0.2611949864573776
UNIENTER,0.14540070053566306,0.3156998939041242
UNIONBANK,-0.1379133768405093,0.32094396824694216
UNITECH,-0.27995747472925336,0.4545871115603788
UNITEDTEA,0.05958722943323337,0.3083146943930611
UNOMINDA,0.3501372939141502,0.2829827314892104
UPL,0.17475005747164182,0.2521991176663903
UTTAMSUGAR,0.1542613452434613,0.3792382486771108
V2RETAIL,0.06955548833549438,0.38317157295324183
VAKRANGEE,0.08426436185752406,0.36431442992543833
VARDHACRLC,0.12290006804744803,0.2610438971116721
VASCONEQ,-0.1010865704378381,0.38533821109125793
VASWANI,0.0181367275421495,0.4284165922575489
VEEDOL,0.0902756997649796,0.1833599417252586
VENKEYS,0.13123567877169742,0.29171136011539617
VENUSREM,-0.029115547617280566,0.3508074936324811
VETO,0.04318594323193658,0.28040153488953534
VGUARD,0.2631695488508621,0.20383505532543997
VIMTALABS,0.21864320335004614,0.3505103886554306
VINATIORGA,0.33480274571200075,0.22176832041964728
VINDHYATEL,0.15952067204454978,0.3045653340793765
VINYLINDIA,0.2953309470194982,0.37146189427395687
VIPIND,0.13692754334426865,0.28863860754993176
VIPULLTD,-0.014783113211983041,0.38281504707782826
VISAKAIND,0.10845648294524883,0.2878640171041712
VLSFINANCE,0.20481792062484555,0.3395606371911263
VSSL,0.2172899033305799,0.33301128287583126
VSTIND,0.13358713763565455,0.18824478935929542
VSTTILLERS,0.12784040024196827,0.2192991754433692
WABAG,0.02241958836179522,0.2648319225245945
WALCHANNAG,-0.08027731293521206,0.32744252329222345
WEIZMANIND,0.14653704128664127,0.4338235333876446
WELCORP,0.0018257482792205985,0.35467097448753543
WELINV,0.1123361311383684,0.37308721170632847
WELSPUNLIV,0.2427306164890368,0.3205255192804327
WENDT,0.17524555756494212,0.2372682207054436
WEWIN,-0.10303583923689853,2.1299746856437554
WHEELS,0.17769489549090717,0.2535721404298209
WHIRLPOOL,0.14375244196379566,0.21137228806062727
WILLAMAGOR,-0.07957792363122158,0.3829112510849121
WINDMACHIN,0.013959851499819743,0.4081492533248059
WOCKPHARMA,-0.04827252620859885,0.35487192935697576
WSI,-0.02195559825115244,0.42739898327816905
WSTCSTPAPR,0.15724936637659354,0.29557993629297014
XCHANGING,0.04527007956027819,0.37421445063121844
XPROINDIA,0.2550412151628819,0.3482320553107551
YESBANK,-0.10584358761560451,0.4515497616200606
ZEEL,0.03993981040747629,0.29599120636451304
ZEELEARN,-0.14001230324107838,0.3034828109196513
ZEEMEDIA,-0.016283521173272496,0.32800858776273467
ZENSARTECH,0.18249615219515777,0.2602201320640571
ZFCVINDIA,0.20168744688981607,0.17612967548935646
ZODIACLOTH,-0.08782510407510388,0.2677048765650872
ZOTA,0.15321607920702268,0.3954725405893403
ZUARI,-0.08854226225103518,0.29444333345375995
ZUARIIND,-0.05383400524401168,0.2908039474325783
ZYDUSLIFE,0.09442539633391081,0.20546375574116135
